0 -69.3889 -69.3889 2 1 0
0.0352919 -69.3701 -69.3701 1 1 0
0.0705828 -69.3513 -69.3513 1 1 0
0.141162 -69.3136 -69.3136 1 1 0
0.282307 -69.2383 -69.2383 1 1 0
0.564549 -69.0875 -69.0875 1 1 0
1.00542 -68.8516 -68.8516 1 1 0
1.44612 -68.6154 -68.6154 1 1 0
1.88665 -68.3789 -68.3789 1 1 0
2.327 -68.1421 -68.1421 1 1 0
2.76717 -67.9049 -67.9049 1 1 0
3.20715 -67.6674 -67.6674 1 1 0
3.64694 -67.4295 -67.4295 1 1 0
4.08653 -67.1913 -67.1913 1 1 0
4.52591 -66.9526 -66.9526 1 1 0
4.96508 -66.7136 -66.7136 1 1 0
5.40403 -66.4742 -66.4742 1 1 0
5.84275 -66.2343 -66.2343 1 1 0
6.28125 -65.9941 -65.9941 1 1 0
6.7195 -65.7534 -65.7534 1 1 0
7.1575 -65.5122 -65.5122 1 1 0
7.59525 -65.2706 -65.2706 1 1 0
8.03274 -65.0285 -65.0285 1 1 0
8.46995 -64.786 -64.786 1 1 0
8.90688 -64.5429 -64.5429 1 1 0
9.34352 -64.2993 -64.2993 1 1 0
9.77985 -64.0551 -64.0551 1 1 0
10.2159 -63.8104 -63.8104 1 1 0
10.6516 -63.5651 -63.5651 1 1 0
11.087 -63.3193 -63.3193 1 1 0
11.522 -63.0728 -63.0728 1 1 0
11.9567 -62.8257 -62.8257 1 1 0
12.391 -62.5779 -62.5779 1 1 0
12.8249 -62.3295 -62.3295 1 1 0
13.2584 -62.0804 -62.0804 1 1 0
13.6915 -61.8305 -61.8305 1 1 0
14.1242 -61.58 -61.58 1 1 0
14.5564 -61.3287 -61.3287 1 1 0
14.9882 -61.0765 -61.0765 1 1 0
15.4195 -60.8236 -60.8236 1 1 0
15.8504 -60.5698 -60.5698 1 1 0
16.2807 -60.3152 -60.3152 1 1 0
16.7104 -60.0596 -60.0596 1 1 0
17.1396 -59.8032 -59.8032 1 1 0
17.5683 -59.5457 -59.5457 1 1 0
17.9963 -59.2873 -59.2873 1 1 0
18.4237 -59.0278 -59.0278 1 1 0
18.8504 -58.7672 -58.7672 1 1 0
19.2765 -58.5055 -58.5055 1 1 0
19.7018 -58.2427 -58.2427 1 1 0
20.1264 -57.9787 -57.9787 1 1 0
20.5502 -57.7134 -57.7134 1 1 0
20.9732 -57.4468 -57.4468 1 1 0
21.3954 -57.1788 -57.1788 1 1 0
21.8166 -56.9095 -56.9095 1 1 0
22.237 -56.6387 -56.6387 1 1 0
22.6563 -56.3663 -56.3663 1 1 0
23.0746 -56.0924 -56.0924 1 1 0
23.4918 -55.8168 -55.8168 1 1 0
23.9078 -55.5395 -55.5395 1 1 0
24.3227 -55.2604 -55.2604 1 1 0
24.7363 -54.9794 -54.9794 1 1 0
25.1485 -54.6965 -54.6965 1 1 0
25.5593 -54.4114 -54.4114 1 1 0
25.9686 -54.1242 -54.1242 1 1 0
26.3763 -53.8348 -53.8348 1 1 0
26.7823 -53.543 -53.543 1 1 0
27.1865 -53.2486 -53.2486 1 1 0
27.5888 -52.9517 -52.9517 1 1 0
27.9891 -52.652 -52.652 1 1 0
28.3871 -52.3494 -52.3494 1 1 0
28.7828 -52.0437 -52.0437 1 1 0
29.176 -51.7349 -51.7349 1 1 0
29.5665 -51.4225 -51.4225 1 1 0
29.9541 -51.1066 -51.1066 1 1 0
30.3385 -50.7869 -50.7869 1 1 0
30.7196 -50.4632 -50.4632 1 1 0
31.0969 -50.1351 -50.1351 1 1 0
31.4702 -49.8024 -49.8024 1 1 0
31.8391 -49.4649 -49.4649 1 1 0
32.2032 -49.1222 -49.1222 1 1 0
32.562 -48.774 -48.774 1 1 0
32.9149 -48.4199 -48.4199 1 1 0
33.2614 -48.0594 -48.0594 1 1 0
33.6008 -47.6922 -47.6922 1 1 0
33.9321 -47.3177 -47.3177 1 1 0
