-50 0 0 2 1 0
-49.8213 0 0 1 1 0
-49.6426 0 0 1 1 0
-49.2851 0 0 1 1 0
-48.8383 0 0 1 1 0
-48.3916 0 0 1 1 0
-47.9448 0 0 1 1 0
-47.498 0 0 1 1 0
-47.0513 0 0 1 1 0
-46.6046 0 0 1 1 0
-46.1578 0 0 1 1 0
-45.7111 0 0 1 1 0
-45.2644 0 0 1 1 0
-44.8177 0 0 1 1 0
-44.3711 0 0 1 1 0
-43.9244 0 0 1 1 0
-43.4778 0 0 1 1 0
-43.0311 0 0 1 1 0
-42.5845 0 0 1 1 0
-42.1379 0 0 1 1 0
-41.6913 0 0 1 1 0
-41.2447 0 0 1 1 0
-40.7982 0 0 1 1 0
-40.3516 0 0 1 1 0
-39.9051 0 0 1 1 0
-39.4586 0 0 1 1 0
-39.0121 0 0 1 1 0
-38.5656 0 0 1 1 0
-38.1191 0 0 1 1 0
-37.6727 0 0 1 1 0
-37.2262 0 0 1 1 0
-36.7798 0 0 1 1 0
-36.3334 0 0 1 1 0
-35.8871 0 0 1 1 0
-35.4407 0 0 1 1 0
-34.9944 0 0 1 1 0
-34.5481 0 0 1 1 0
-34.1018 0 0 1 1 0
-33.6555 0 0 1 1 0
-33.2093 0 0 1 1 0
-32.7631 0 0 1 1 0
-32.3169 0 0 1 1 0
-31.8707 0 0 1 1 0
-31.4245 0 0 1 1 0
-30.9784 0 0 1 1 0
-30.5323 0 0 1 1 0
-30.0863 0 0 1 1 0
-29.6402 0 0 1 1 0
-29.1942 0 0 1 1 0
-28.7482 0 0 1 1 0
-28.3023 0 0 1 1 0
-27.8563 0 0 1 1 0
-27.4105 0 0 1 1 0
-26.9646 0 0 1 1 0
-26.5188 0 0 1 1 0
-26.073 0 0 1 1 0
-25.6272 0 0 1 1 0
-25.1815 0 0 1 1 0
-24.7358 0 0 1 1 0
-24.2901 0 0 1 1 0
-23.8445 0 0 1 1 0
-23.3989 0 0 1 1 0
-22.9534 0 0 1 1 0
-22.5079 0 0 1 1 0
-22.0624 0 0 1 1 0
-21.617 0 0 1 1 0
-21.1717 0 0 1 1 0
-20.7263 0 0 1 1 0
-20.2811 0 0 1 1 0
-19.8358 0 0 1 1 0
-19.3906 0 0 1 1 0
-18.9455 0 0 1 1 0
-18.5004 0 0 1 1 0
-18.0554 0 0 1 1 0
-17.6104 0 0 1 1 0
-17.1655 0 0 1 1 0
-16.7206 0 0 1 1 0
-16.2758 0 0 1 1 0
-15.831 0 0 1 1 0
-15.3863 0 0 1 1 0
-14.9417 0 0 1 1 0
-14.4971 0 0 1 1 0
-14.0526 0 0 1 1 0
-13.6082 0 0 1 1 0
