-50 -94.9566 -94.9566 2 1 0
-49.8213 -94.8669 -94.8669 1 1 0
-49.6426 -94.7771 -94.7771 1 1 0
-49.2851 -94.5976 -94.5976 1 1 0
-48.8383 -94.3731 -94.3731 1 1 0
-48.3916 -94.1486 -94.1486 1 1 0
-47.9448 -93.9241 -93.9241 1 1 0
-47.498 -93.6996 -93.6996 1 1 0
-47.0513 -93.4751 -93.4751 1 1 0
-46.6046 -93.2505 -93.2505 1 1 0
-46.1578 -93.0259 -93.0259 1 1 0
-45.7111 -92.8013 -92.8013 1 1 0
-45.2644 -92.5767 -92.5767 1 1 0
-44.8177 -92.352 -92.352 1 1 0
-44.3711 -92.1273 -92.1273 1 1 0
-43.9244 -91.9026 -91.9026 1 1 0
-43.4778 -91.6779 -91.6779 1 1 0
-43.0311 -91.4531 -91.4531 1 1 0
-42.5845 -91.2283 -91.2283 1 1 0
-42.1379 -91.0035 -91.0035 1 1 0
-41.6913 -90.7787 -90.7787 1 1 0
-41.2447 -90.5538 -90.5538 1 1 0
-40.7982 -90.3289 -90.3289 1 1 0
-40.3516 -90.104 -90.104 1 1 0
-39.9051 -89.879 -89.879 1 1 0
-39.4586 -89.654 -89.654 1 1 0
-39.0121 -89.429 -89.429 1 1 0
-38.5656 -89.2039 -89.2039 1 1 0
-38.1191 -88.9788 -88.9788 1 1 0
-37.6727 -88.7537 -88.7537 1 1 0
-37.2262 -88.5285 -88.5285 1 1 0
-36.7798 -88.3033 -88.3033 1 1 0
-36.3334 -88.078 -88.078 1 1 0
-35.8871 -87.8528 -87.8528 1 1 0
-35.4407 -87.6274 -87.6274 1 1 0
-34.9944 -87.4021 -87.4021 1 1 0
-34.5481 -87.1767 -87.1767 1 1 0
-34.1018 -86.9512 -86.9512 1 1 0
-33.6555 -86.7257 -86.7257 1 1 0
-33.2093 -86.5002 -86.5002 1 1 0
-32.7631 -86.2746 -86.2746 1 1 0
-32.3169 -86.049 -86.049 1 1 0
-31.8707 -85.8233 -85.8233 1 1 0
-31.4245 -85.5976 -85.5976 1 1 0
-30.9784 -85.3718 -85.3718 1 1 0
-30.5323 -85.146 -85.146 1 1 0
-30.0863 -84.9201 -84.9201 1 1 0
-29.6402 -84.6941 -84.6941 1 1 0
-29.1942 -84.4681 -84.4681 1 1 0
-28.7482 -84.2421 -84.2421 1 1 0
-28.3023 -84.016 -84.016 1 1 0
-27.8563 -83.7898 -83.7898 1 1 0
-27.4105 -83.5636 -83.5636 1 1 0
-26.9646 -83.3373 -83.3373 1 1 0
-26.5188 -83.1109 -83.1109 1 1 0
-26.073 -82.8845 -82.8845 1 1 0
-25.6272 -82.658 -82.658 1 1 0
-25.1815 -82.4315 -82.4315 1 1 0
-24.7358 -82.2049 -82.2049 1 1 0
-24.2901 -81.9782 -81.9782 1 1 0
-23.8445 -81.7514 -81.7514 1 1 0
-23.3989 -81.5245 -81.5245 1 1 0
-22.9534 -81.2976 -81.2976 1 1 0
-22.5079 -81.0706 -81.0706 1 1 0
-22.0624 -80.8435 -80.8435 1 1 0
-21.617 -80.6164 -80.6164 1 1 0
-21.1717 -80.3891 -80.3891 1 1 0
-20.7263 -80.1618 -80.1618 1 1 0
-20.2811 -79.9343 -79.9343 1 1 0
-19.8358 -79.7068 -79.7068 1 1 0
-19.3906 -79.4792 -79.4792 1 1 0
-18.9455 -79.2515 -79.2515 1 1 0
-18.5004 -79.0237 -79.0237 1 1 0
-18.0554 -78.7957 -78.7957 1 1 0
-17.6104 -78.5677 -78.5677 1 1 0
-17.1655 -78.3396 -78.3396 1 1 0
-16.7206 -78.1114 -78.1114 1 1 0
-16.2758 -77.883 -77.883 1 1 0
-15.831 -77.6546 -77.6546 1 1 0
-15.3863 -77.426 -77.426 1 1 0
-14.9417 -77.1973 -77.1973 1 1 0
-14.4971 -76.9685 -76.9685 1 1 0
-14.0526 -76.7395 -76.7395 1 1 0
-13.6082 -76.5104 -76.5104 1 1 0
-13.1638 -76.2812 -76.2812 1 1 0
-12.7195 -76.0519 -76.0519 1 1 0
-12.2753 -75.8224 -75.8224 1 1 0
-11.8312 -75.5928 -75.5928 1 1 0
-11.3871 -75.363 -75.363 1 1 0
-10.9431 -75.1331 -75.1331 1 1 0
-10.4992 -74.903 -74.903 1 1 0
-10.0553 -74.6728 -74.6728 1 1 0
-9.61158 -74.4423 -74.4423 1 1 0
-9.16791 -74.2118 -74.2118 1 1 0
-8.72434 -73.981 -73.981 1 1 0
-8.28085 -73.7501 -73.7501 1 1 0
-7.83746 -73.519 -73.519 1 1 0
-7.39416 -73.2878 -73.2878 1 1 0
-6.95097 -73.0563 -73.0563 1 1 0
-6.50787 -72.8246 -72.8246 1 1 0
-6.06488 -72.5928 -72.5928 1 1 0
-5.62199 -72.3607 -72.3607 1 1 0
-5.17922 -72.1284 -72.1284 1 1 0
-4.73656 -71.896 -71.896 1 1 0
-4.29401 -71.6632 -71.6632 1 1 0
